transcript_id,SRR17163539,SRR17163540,SRR17163541,SRR17163542,SRR17163543,SRR17163544,SRR17163545,SRR17163546,SRR17163547,SRR17163548,SRR17163549,SRR17163550
mRNA:Solyc08g083040.4.1,2817,3598,1945,2462,3793,1552,2780,3610,3819,1626,1689,2938
mRNA:Solyc08g083050.1.1,3652,2312,6030,1767,7495,1153,2309,1837,1802,5695,1312,3018
mRNA:Solyc08g083060.3.1,1909,2823,444,1455,3271,482,1745,2321,4597,627,453,1542
mRNA:Solyc08g083070.3.1,1618,3517,1519,2659,2481,1121,1868,3422,2434,1047,1413,2624
mRNA:Solyc08g083080.3.1,396,294,238,225,362,191,349,335,427,252,172,245
mRNA:Solyc08g083100.3.1,210,186,157,158,213,92,174,192,251,146,49,137
mRNA:Solyc08g083110.4.1,35409,1807,4122,5085,20284,19909,25200,7204,33868,24700,5950,11396
mRNA:Solyc08g083150.1.1,14,33,9,28,16,2,14,27,5,9,22,28
mRNA:Solyc08g150149.1.1,30,29,27,25,4,10,6,7,13,14,2,14
mRNA:Solyc08g083140.5.1,635,696,645,867,671,398,586,751,623,478,513,1140
mRNA:Solyc08g083190.3.1,763,1730,2054,2068,796,552,1232,1557,591,498,1013,2315
mRNA:Solyc08g083210.3.1,10,45,8,25,86,28,20,43,60,12,0,4
mRNA:Solyc08g083200.4.1,233,267,244,300,202,119,135,259,261,124,124,192
mRNA:Solyc08g083220.1.1,249,302,59,203,411,26,329,267,274,33,24,310
mRNA:Solyc08g083230.3.1,26,43,0,53,21,0,10,18,0,0,0,24
mRNA:Solyc08g083240.3.1,200,1383,456,895,341,110,163,1540,118,97,435,877
mRNA:Solyc08g083120.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc08g083130.5.1,21591,5069,6470,6544,10737,23919,16006,5673,17203,23220,4791,6109
mRNA:Solyc08g083270.3.1,8,150,34,113,70,18,23,152,25,6,58,127
mRNA:Solyc08g083280.3.1,509,1823,1970,1244,1125,1614,924,1889,660,800,3467,2094
mRNA:Solyc08g083250.4.1,2879,1980,2692,2398,2395,2182,3260,2203,2490,2634,2063,3148
mRNA:Solyc08g083260.3.1,666,802,422,672,844,200,715,899,713,328,264,647
mRNA:Solyc08g083285.1.1,27,34,26,31,49,41,37,35,36,25,32,0
mRNA:Solyc08g083290.4.1,1895,2352,1274,1744,2175,1389,1682,2532,2209,1378,1360,1986
mRNA:Solyc08g083300.4.1,4637,4722,3792,3871,5314,3736,4603,4950,5061,4082,2794,3762
mRNA:Solyc08g083310.3.1,1400,3894,1183,2342,4795,358,1685,4348,2597,428,622,3025
mRNA:Solyc08g083320.4.1,9214,18122,20174,26003,13033,8186,10017,18694,12353,9436,13714,22905
mRNA:Solyc08g083340.1.1,2,0,0,0,4,5,3,0,1,0,0,0
mRNA:Solyc08g083330.2.1,11218,9024,11893,8027,7887,9453,8818,7374,14038,12347,8094,8140
mRNA:Solyc08g083360.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc08g083370.4.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc08g083350.5.1,2785,3875,3761,4798,2346,1336,2413,3136,2408,2117,1795,3417
mRNA:Solyc08g083380.2.1,81,103,79,126,173,83,104,118,122,42,54,88
mRNA:Solyc09g005000.1.1,2064,523,567,376,2905,731,1953,648,1898,1518,231,589
mRNA:Solyc09g005020.1.1,15,15,17,17,15,11,21,47,35,21,10,13
mRNA:Solyc09g005030.3.1,42,28,15,20,0,0,20,37,11,6,10,47
mRNA:Solyc09g160010.1.1,31,0,0,0,0,0,4,0,14,0,0,0
mRNA:Solyc09g005035.1.1,149,174,137,147,109,138,129,151,128,160,80,173
mRNA:Solyc09g005060.3.1,13,0,4,0,37,37,62,0,11,11,6,0
mRNA:Solyc09g005010.4.1,2099,2129,809,1548,2298,874,1746,2061,2358,975,677,1375
mRNA:Solyc09g005090.1.1,114,179,154,276,500,96,250,200,174,27,124,240
mRNA:Solyc09g005080.1.1,1727,2265,2544,2016,5255,871,2665,2071,1580,1719,1215,4029
mRNA:Solyc09g005100.4.1,544,857,350,616,682,188,675,877,757,208,191,708
mRNA:Solyc09g005110.3.1,10,56,12,28,22,43,39,26,35,30,13,21
mRNA:Solyc09g005120.3.1,2387,1104,10762,2307,629,41300,2158,779,876,18260,38028,3274
mRNA:Solyc09g005147.2.1,12,0,12,9,0,0,12,0,16,4,0,11
mRNA:Solyc09g005140.2.1,82,143,47,92,55,9,91,66,45,34,21,57
mRNA:Solyc09g005130.5.1,1148,1553,1070,1373,1606,1217,1283,1690,1445,941,905,1549
mRNA:Solyc09g005190.3.1,18,9,10,3,3,6,0,5,17,18,5,5
mRNA:Solyc09g005180.4.1,197,470,208,376,340,162,304,505,319,149,224,628
mRNA:Solyc09g005210.5.1,95,19,59,18,42,8,32,11,73,74,14,16
mRNA:Solyc09g005200.3.1,416,96,150,136,212,306,326,88,375,375,104,133
mRNA:Solyc09g005220.3.1,6,11,2,0,1,0,12,0,7,17,0,9
mRNA:Solyc09g005230.3.1,291,667,333,473,534,98,367,814,422,145,186,656
mRNA:Solyc09g005250.3.1,502,658,699,664,494,591,646,632,563,592,661,788
mRNA:Solyc09g005260.4.1,2650,5398,7951,5690,2442,1310,2442,3304,5499,3621,2353,2656
mRNA:Solyc09g005270.3.1,1430,1405,1043,1082,1355,742,1079,1443,1149,946,726,1486
mRNA:Solyc09g005290.1.1,163,372,276,275,408,56,255,296,215,150,114,416
mRNA:Solyc09g005300.3.1,1285,1099,894,1075,1451,809,1232,1132,1451,981,657,967
mRNA:Solyc09g005320.3.1,109,283,149,214,223,102,238,284,128,33,173,283
mRNA:Solyc09g005310.3.1,2608,4847,3278,4442,2913,2502,2445,5030,3026,2293,3451,4513
mRNA:Solyc09g005380.2.1,0,0,0,0,0,0,4,0,0,0,0,0
mRNA:Solyc09g005330.3.1,3652,4189,3330,3537,3779,3938,3744,4386,3857,3508,3060,3378
mRNA:Solyc09g005340.3.1,2990,3311,2846,2611,2861,3078,2747,3242,3001,2513,2252,2808
mRNA:Solyc09g005350.3.1,1701,1644,1083,1451,1637,1114,1551,1695,1649,968,1000,1676
mRNA:Solyc09g005360.3.1,661,1131,549,736,969,480,554,992,1016,479,404,683
mRNA:Solyc09g005425.1.1,0,0,0,0,0,3,0,0,9,0,0,0
mRNA:Solyc09g005390.3.1,768,761,482,892,549,384,515,602,887,461,289,536
mRNA:Solyc09g005430.3.1,168,243,755,240,0,0,0,0,189,2109,0,0
mRNA:Solyc09g005450.1.1,26,28,64,49,0,0,0,0,45,166,0,0
mRNA:Solyc09g005470.3.1,66,71,112,59,65,15,40,68,68,239,26,48
mRNA:Solyc09g005480.3.1,391,473,135,335,35,4,4,35,481,115,0,19
mRNA:Solyc09g005490.1.1,18,56,21,30,0,0,0,0,29,12,0,0
mRNA:Solyc09g005500.3.1,36,0,0,0,6,0,11,0,39,13,0,0
mRNA:Solyc09g005530.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc09g005560.4.1,161,35,258,97,270,212,237,58,74,302,70,80
mRNA:Solyc09g005570.3.1,133,282,501,311,291,118,232,367,84,203,127,435
mRNA:Solyc09g005590.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc09g005580.5.1,373,554,501,472,4401,3137,3638,3950,581,423,2242,3114
mRNA:Solyc09g005550.3.1,3089,5119,2735,3898,4433,1870,3144,5318,3937,1816,2269,4183
mRNA:Solyc09g005600.3.1,3682,2544,2126,2702,3076,1964,3335,2960,3562,2558,1393,2680
mRNA:Solyc09g005610.4.1,4034,674,579,904,2760,980,3093,633,3085,2108,126,765
mRNA:Solyc09g005630.3.1,704,2399,1287,3370,884,381,656,2677,405,255,1421,2704
mRNA:Solyc09g005640.3.1,688,610,476,625,717,201,528,721,762,328,233,570
mRNA:Solyc09g005690.3.1,63,152,95,153,80,60,73,121,52,20,87,126
mRNA:Solyc09g005700.3.1,1431,2509,1676,2559,2270,1431,1601,3046,2295,1031,2108,3632
mRNA:Solyc09g005710.3.1,83,103,26,20,80,11,78,70,114,34,9,55
mRNA:Solyc09g005730.4.1,41,128,38,93,42,11,20,79,187,30,40,111
mRNA:Solyc09g005720.3.1,9080,13219,11390,12464,9053,6475,7502,10680,10177,8840,6949,10083
mRNA:Solyc09g005740.3.1,1117,1815,1283,1534,1376,596,1187,1565,1158,897,1050,1751
mRNA:Solyc09g005745.1.1,37,26,33,24,19,83,70,45,17,12,46,55
mRNA:Solyc09g005750.3.1,1436,3362,3265,2961,2247,346,1467,2914,1744,1288,974,2973
mRNA:Solyc09g005800.2.1,0,0,0,0,22,0,15,27,0,0,3,14
mRNA:Solyc09g005760.3.1,4914,3974,4535,3926,4674,4537,4905,4719,3995,4461,3947,5123
mRNA:Solyc09g005810.4.1,2286,3351,1925,3170,2880,1173,2534,3581,2629,1265,1458,3001
mRNA:Solyc09g005820.1.1,1,1,1,1,0,0,1,0,0,0,0,1
mRNA:Solyc09g005840.3.1,44,4,8,11,45,63,112,39,26,21,32,44
mRNA:Solyc09g005830.1.1,2961,756,1809,1136,3627,703,1854,492,519,1780,892,1519
mRNA:Solyc09g005850.3.1,1981,2155,1667,1917,1897,1104,1820,2329,1950,1146,1158,2106
mRNA:Solyc09g005880.1.1,3,42,11,23,8,4,8,50,5,5,14,25
mRNA:Solyc09g005860.3.1,2816,2361,3352,2309,3419,729,2139,2191,2379,2208,947,3208
mRNA:Solyc09g005870.1.1,356,424,431,345,530,277,388,443,429,362,278,436
mRNA:Solyc09g005900.2.1,0,41,0,0,0,0,17,0,15,0,0,0
mRNA:Solyc09g005890.4.1,16,30,6,0,12,0,15,42,9,8,0,9
mRNA:Solyc09g005910.4.1,3470,3217,2727,3281,3331,1985,3645,3393,3522,2152,2221,3471
mRNA:Solyc09g005920.5.1,2173,2934,2012,2302,2219,1928,2116,2672,2439,1714,1867,2476
mRNA:Solyc09g005930.4.1,859,1206,922,1067,1071,647,891,1176,1134,635,795,1191
mRNA:Solyc09g005940.4.1,195,341,103,300,100,41,142,188,182,30,69,335
mRNA:Solyc09g005970.1.1,49,72,17,22,95,0,55,66,99,3,5,34
mRNA:Solyc09g005960.5.1,781,520,614,575,624,677,673,487,789,631,494,757
mRNA:Solyc09g005980.4.1,3035,2749,3089,2485,2913,3590,2783,2742,2567,3925,2609,2778
mRNA:Solyc09g005990.4.1,102,63,88,60,116,196,70,89,68,185,63,56
mRNA:Solyc09g006000.3.1,1215,1144,992,1131,1284,999,1085,1056,1736,1327,696,877
mRNA:Solyc09g006005.1.1,2381,1732,1460,1747,1977,2125,1558,660,4301,2975,419,553
mRNA:Solyc09g007020.1.1,2,1,0,0,3,0,1,0,1,0,0,0
mRNA:Solyc09g007010.1.1,67,14,0,11,153,160,123,0,707,109,0,8
mRNA:Solyc09g007030.3.1,87,41,10,37,836,82,311,254,275,0,22,101
mRNA:Solyc09g007040.1.1,46,44,33,31,81,34,46,54,51,22,46,42
mRNA:Solyc09g007055.1.1,0,21,17,28,0,6,31,23,35,0,0,13
mRNA:Solyc09g007050.1.1,66,119,88,107,96,28,140,121,146,38,79,95
mRNA:Solyc09g007060.2.1,158,411,187,403,332,41,218,582,210,12,134,652
mRNA:Solyc09g007070.1.1,275,235,263,282,232,167,203,252,265,164,161,195
mRNA:Solyc09g007080.3.1,985,742,901,884,983,1230,967,848,1236,1123,1514,1067
mRNA:Solyc09g007090.5.1,756,880,462,557,698,337,599,806,893,412,352,800
mRNA:Solyc09g007100.3.1,1421,1636,1435,1719,1703,660,1298,1640,1907,828,1058,1835
mRNA:Solyc09g007110.3.1,702,2728,1646,2382,1317,253,924,2202,980,245,932,2826
mRNA:Solyc09g007120.4.1,535,546,398,435,583,221,400,524,625,374,235,481
mRNA:Solyc09g007130.3.1,345,343,269,371,386,150,380,446,557,200,111,403
mRNA:Solyc09g007140.5.1,620,520,331,536,533,235,395,576,860,334,240,750
mRNA:Solyc09g007150.3.1,709,3659,1401,3894,2286,516,856,7089,1205,420,3711,8328
mRNA:Solyc09g007160.4.1,1505,1855,1301,1918,1630,950,1538,2006,1681,1037,1022,2075
mRNA:Solyc09g007170.4.1,1049,1555,1050,1252,1392,499,1085,1616,1097,673,868,1233
mRNA:Solyc09g007180.3.1,3429,4722,4281,4185,3809,2832,3125,3961,4004,3626,3056,3592
mRNA:Solyc09g007190.3.1,3361,1835,2462,2517,2607,2130,3330,1790,2775,2710,1929,2582
mRNA:Solyc09g007220.1.1,41,15,5,8,108,53,45,9,63,28,15,26
mRNA:Solyc09g007200.4.1,548,1174,968,980,789,524,839,1300,678,456,978,1326
mRNA:Solyc09g007210.4.1,1082,1328,1053,1103,1176,887,872,1486,1268,1104,895,1110
mRNA:Solyc09g007260.4.1,68,756,198,248,192,0,52,600,168,31,141,292
mRNA:Solyc09g007250.5.1,11834,14395,9606,12083,14375,10025,11941,14848,14337,9985,8466,12519
mRNA:Solyc09g007230.3.1,133,0,91,150,165,134,133,155,174,160,0,130
mRNA:Solyc09g007240.3.1,170,196,183,134,226,148,165,193,174,144,175,186
mRNA:Solyc09g007280.4.1,3198,3784,1620,3145,4439,1782,2886,4080,4039,1610,1650,3262
mRNA:Solyc09g007270.3.1,71787,21546,130181,52518,30211,145438,68301,24231,31274,142926,125302,57146
mRNA:Solyc09g007290.4.1,3302,1865,2493,2669,1919,3000,3179,2124,2076,2846,2067,2761
mRNA:Solyc09g007300.3.1,1600,1447,1212,1427,1659,959,1620,1709,1532,1128,939,1478
mRNA:Solyc09g007310.3.1,5434,4458,3285,4388,5559,2676,5591,5102,5970,2888,2787,4689
mRNA:Solyc09g007330.5.1,2685,1957,3350,2236,1796,5384,2951,2068,1614,3301,4689,2338
mRNA:Solyc09g007340.5.1,631,1730,917,1592,979,380,631,1847,721,367,812,1575
mRNA:Solyc09g007360.3.1,233,1957,717,1410,607,133,488,1768,320,141,676,1444
mRNA:Solyc09g007350.3.1,1545,2584,1431,2299,2196,1127,1557,2304,2113,1265,1222,2072
mRNA:Solyc09g007380.3.1,34,360,106,307,149,35,109,321,26,53,121,315
mRNA:Solyc09g007370.4.1,931,894,552,732,1010,597,667,978,853,593,602,979
mRNA:Solyc09g007390.3.1,640,475,409,448,564,355,507,405,619,333,289,453
mRNA:Solyc09g007410.3.1,1457,2923,1353,1971,1905,978,1182,2707,1681,826,1996,2373
mRNA:Solyc09g007420.5.1,861,2466,756,3477,1068,97,842,2213,655,174,307,1963
mRNA:Solyc09g007430.1.1,269,669,214,374,470,42,348,722,393,104,154,599
mRNA:Solyc09g007440.3.1,597,940,614,782,987,536,970,784,916,475,491,909
mRNA:Solyc09g007470.3.1,58,289,120,209,85,25,45,228,77,26,63,143
mRNA:Solyc09g007460.4.1,259,340,593,512,399,579,237,479,303,479,770,457
mRNA:Solyc09g007450.3.1,1107,1065,1088,1308,1295,959,1177,1533,1241,867,924,1480
mRNA:Solyc09g007480.3.1,822,1672,1102,1599,962,376,709,1369,827,558,640,1272
mRNA:Solyc09g007490.3.1,4665,4749,3465,4048,5238,3139,5005,4797,6191,3409,2530,4106
mRNA:Solyc09g007500.3.1,1692,2349,1538,2034,1669,1033,1378,1973,1723,1241,1409,2060
mRNA:Solyc09g007510.3.1,808,1217,798,1256,1369,480,630,1198,956,462,483,1103
mRNA:Solyc09g007520.3.1,3323,1112,394,766,4669,1901,2366,1328,8692,2746,516,885
mRNA:Solyc09g007530.3.1,4125,3448,2407,2979,4365,2777,4039,4025,4679,3165,1689,3183
mRNA:Solyc09g007550.3.1,390,1565,516,675,1252,119,513,1757,801,214,408,1012
mRNA:Solyc09g007540.3.1,11325,12716,9401,10938,12076,8957,10208,12948,13910,9583,8470,11631
mRNA:Solyc09g007620.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc09g007560.4.1,3758,4798,4384,4033,2699,2425,3170,3734,3929,3551,2362,2897
mRNA:Solyc09g007570.3.1,189,109,223,197,129,179,144,185,150,242,89,200
mRNA:Solyc09g007630.3.1,870,968,1729,1108,939,2868,1235,858,736,2053,2731,1209
mRNA:Solyc09g007640.4.1,729,1915,1019,1396,978,347,581,1473,871,433,795,1577
mRNA:Solyc09g007650.3.1,332,3907,2559,4740,640,181,373,2609,270,239,2818,3815
mRNA:Solyc09g007660.1.1,2037,12524,5997,16822,2392,565,1697,8804,1211,886,6113,11168
mRNA:Solyc09g007670.3.1,1182,1200,1010,1131,1653,679,1203,1517,1324,848,607,1399
mRNA:Solyc09g007680.4.1,1030,3069,960,1687,2315,399,1180,2812,1750,362,669,1900
mRNA:Solyc09g007750.4.1,87,363,166,171,180,18,96,391,178,24,123,375
mRNA:Solyc09g007710.3.1,353,3182,950,2026,859,89,529,2075,539,86,170,1145
mRNA:Solyc09g007720.4.1,14,7,4,8,9,0,18,10,14,13,14,28
mRNA:Solyc09g007700.3.1,6464,11228,4543,6874,10159,2039,5526,10999,8796,2964,2428,6896
mRNA:Solyc09g007760.5.1,31067,15498,76824,61099,14652,58815,32235,18337,16494,57764,77147,51948
mRNA:Solyc09g007800.3.1,280,286,201,221,377,123,269,401,278,133,170,267
mRNA:Solyc09g007790.1.1,5310,884,723,1351,1475,2430,2684,704,6375,2824,549,835
mRNA:Solyc09g007830.3.1,146,236,294,379,292,97,162,242,222,108,295,439
mRNA:Solyc09g007840.3.1,16,14,37,19,22,19,17,8,8,53,11,0
mRNA:Solyc09g007810.4.1,1976,3576,2860,2906,3047,964,2183,3459,1997,1566,1458,3052
mRNA:Solyc09g007770.3.1,47909,23918,109794,86018,23363,93197,49189,29530,25437,86857,109818,80290
mRNA:Solyc09g007850.3.1,4625,6378,6190,4124,8346,3555,5136,6764,7479,3685,3389,4037
mRNA:Solyc09g007860.4.1,704,299,336,247,635,654,747,240,855,436,155,230
mRNA:Solyc09g007880.1.1,571,218,174,195,288,215,257,138,430,350,137,222
mRNA:Solyc09g007890.1.1,2479,4478,4389,4594,2587,1997,2032,3635,2719,2625,2829,3511
mRNA:Solyc09g007870.3.1,10281,11454,5393,9015,11108,6238,9483,12135,12795,5863,5503,8925
mRNA:Solyc09g007900.5.1,32781,57307,57945,58037,38458,19337,29137,45961,32501,31958,35135,52051
mRNA:Solyc09g007940.3.1,55,2277,342,1145,517,0,143,2265,204,26,318,1283
mRNA:Solyc09g007960.1.1,4,0,3,2,0,5,2,0,0,12,0,0
mRNA:Solyc09g007970.3.1,4,2,11,0,11,3,0,10,0,4,4,4
mRNA:Solyc09g007950.3.1,702,937,727,956,747,697,790,950,849,729,621,871
mRNA:Solyc09g007980.1.1,494,862,368,753,543,334,393,814,578,316,504,820
mRNA:Solyc09g008000.3.1,246,189,115,270,177,91,246,236,195,61,81,266
mRNA:Solyc09g007990.3.1,1708,1707,1608,1856,1581,848,1765,1848,1681,1156,963,1878
mRNA:Solyc09g008010.3.1,1054,996,896,1011,1625,265,961,1067,1344,478,415,1069
mRNA:Solyc09g008030.1.1,246,253,165,186,255,125,204,291,367,215,55,246
mRNA:Solyc09g008020.4.1,2152,1145,591,1019,2563,514,1858,1074,3755,1162,304,875
mRNA:Solyc09g008040.3.1,1247,1158,1473,1308,1396,376,1258,1081,1333,657,696,1133
mRNA:Solyc09g008070.5.1,362,458,2922,401,285,4369,500,538,319,3007,5950,646
mRNA:Solyc09g008050.3.1,2348,1771,944,1852,2956,459,2476,1880,2723,690,595,1730
mRNA:Solyc09g161950.1.1,351,81,3,22,153,56,164,125,512,129,0,14
mRNA:Solyc09g008083.1.1,4,0,0,0,0,0,0,3,4,0,0,0
mRNA:Solyc09g008080.3.1,195,260,50,124,283,36,171,237,146,92,52,251
mRNA:Solyc09g008090.4.1,4,23,6,22,7,0,4,49,14,0,0,25
mRNA:Solyc09g008100.4.1,1692,2113,2318,2084,1499,1368,1703,1900,1735,1571,1585,1991
mRNA:Solyc09g008120.4.1,1009,1613,695,1018,1614,682,964,1719,1469,556,687,1098
mRNA:Solyc09g008130.3.1,841,816,753,845,657,285,761,624,1059,663,282,565
mRNA:Solyc09g008140.3.1,1107,1255,998,1106,1282,667,975,1172,1427,708,664,981
mRNA:Solyc09g008150.3.1,379,519,388,352,325,465,341,386,338,442,414,375
mRNA:Solyc09g008175.1.1,5,7,5,8,0,0,0,0,0,0,0,0
mRNA:Solyc09g008180.1.1,4,4,0,4,0,0,0,0,0,5,0,0
mRNA:Solyc09g008190.3.1,742,863,720,635,517,228,446,536,787,453,349,433
mRNA:Solyc09g007920.4.1,83195,149580,137323,148492,88637,49152,69612,115416,82979,76494,89933,127107
mRNA:Solyc09g008203.1.1,0,5,7,5,3,13,10,4,9,12,25,15
mRNA:Solyc09g008207.1.1,71,71,62,74,44,47,56,65,74,67,70,68
mRNA:Solyc09g008210.1.1,7,5,6,3,3,1,6,3,3,12,4,2
mRNA:Solyc09g008200.4.1,6006,9351,6656,6919,5312,7403,5690,6913,4978,4147,10844,6245
mRNA:Solyc09g008230.3.1,12477,6683,6755,5587,9179,10493,8649,5786,13859,11659,5287,5653
mRNA:Solyc09g008260.3.1,464,718,706,618,613,282,648,808,483,242,506,1033
mRNA:Solyc09g008270.3.1,448,324,219,474,401,249,506,362,328,137,124,550
mRNA:Solyc09g008240.3.1,5090,17606,7943,12629,9503,1863,6005,15703,7171,1876,4287,12598
mRNA:Solyc09g008300.2.1,36,77,46,28,132,54,45,90,59,61,49,94
mRNA:Solyc09g008310.3.1,590,908,601,759,820,314,534,1043,721,438,575,772
mRNA:Solyc09g008320.5.1,596,15079,5288,7971,1302,174,288,13441,1233,290,2973,6530
mRNA:Solyc09g008330.3.1,547,564,549,646,449,367,603,595,502,366,424,609
mRNA:Solyc09g008335.2.1,2443,2478,1645,2306,2703,1900,2315,2306,2553,1882,1881,2510
mRNA:Solyc09g008370.1.1,19,52,65,69,73,12,35,101,50,8,7,96
mRNA:Solyc09g008380.3.1,71,1537,239,888,683,14,262,1406,92,30,272,1183
mRNA:Solyc09g008280.2.1,17776,67491,29280,54887,33595,4804,16704,63656,22121,10537,13255,48556
mRNA:Solyc09g008290.4.1,2275,2701,2241,2868,3224,2460,3152,2343,3274,2004,1037,1950
mRNA:Solyc09g008350.3.1,2310,4750,3484,3433,3512,1632,2326,4700,4076,1925,1719,2885
mRNA:Solyc09g008400.3.1,824,1477,1139,1378,1288,554,930,1654,924,542,1062,1468
mRNA:Solyc09g008410.3.1,1285,1612,1005,1526,1579,602,1455,1626,1515,751,718,1526
mRNA:Solyc09g008440.1.1,57,72,13,72,71,10,47,79,44,18,24,99
mRNA:Solyc09g008420.3.1,0,7,0,17,0,0,0,0,0,0,0,0
mRNA:Solyc09g008430.4.1,777,953,352,403,1200,309,754,941,1357,375,212,343
mRNA:Solyc09g008450.3.1,450,503,437,479,349,299,427,570,301,274,330,467
mRNA:Solyc09g008460.3.1,1842,3622,3499,3392,2010,1741,1507,3376,1717,1803,3294,3090
mRNA:Solyc09g008470.5.1,3473,3397,2928,2983,3082,3383,3045,2833,3001,3103,3039,3405
mRNA:Solyc09g008480.4.1,3841,4158,3064,4630,4995,1481,3613,4507,5089,2022,2102,4237
mRNA:Solyc09g008505.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc09g008510.1.1,16,14,0,7,23,3,4,26,34,4,0,7
mRNA:Solyc09g008520.4.1,1222,2351,1249,1891,1477,381,962,2307,1687,674,657,1892
mRNA:Solyc09g008490.4.1,8690,4797,5451,5324,7081,11204,8167,5485,7406,8434,5307,4995
mRNA:Solyc09g008530.4.1,708,2007,771,2855,767,222,691,1682,427,226,618,1710
mRNA:Solyc09g008560.5.1,112,101,89,89,55,44,54,16,62,112,58,16
mRNA:Solyc09g008550.4.1,694,537,533,735,667,458,771,576,644,364,566,963
mRNA:Solyc09g008620.3.1,24,19,0,27,19,8,16,19,13,13,0,33
mRNA:Solyc09g008630.3.1,62,156,60,134,121,15,64,195,68,30,51,158
mRNA:Solyc09g008660.4.1,217,339,245,271,293,36,178,242,113,173,67,341
mRNA:Solyc09g008600.3.1,1724,1331,1134,1317,1555,968,1560,1587,1810,1022,791,1538
mRNA:Solyc09g008610.4.1,5380,8455,4566,6487,7484,3960,5826,8692,8337,3576,4028,6781
mRNA:Solyc09g008640.1.1,579,484,887,670,594,362,994,620,361,652,401,958
mRNA:Solyc09g008650.3.1,1013,1024,1390,1310,682,365,805,986,714,703,592,1085
mRNA:Solyc09g008680.4.1,255,213,171,165,227,188,181,215,213,117,102,214
mRNA:Solyc09g008740.1.1,43,30,8,16,162,21,121,19,130,14,11,50
mRNA:Solyc09g008750.1.1,69,24,2,12,149,18,91,26,129,11,7,37
mRNA:Solyc09g008730.3.1,734,1391,614,1006,1195,250,714,1387,1223,331,451,987
mRNA:Solyc09g008690.3.1,25,5,20,14,6,38,24,12,17,43,11,11
mRNA:Solyc09g008700.2.1,2825,2713,2384,2103,3189,3138,2889,3046,3469,3059,2468,2859
mRNA:Solyc09g008760.1.1,264,166,9,60,977,181,466,85,802,233,11,214
mRNA:Solyc09g008670.3.1,19679,3698,3376,3430,42279,24677,32949,7833,24035,13894,4666,13516
mRNA:Solyc09g008770.3.1,15391,34,673,266,2607,23085,11815,69,4481,18291,3488,531
mRNA:Solyc09g008780.4.1,4044,2904,2254,1395,7568,3338,3170,3678,7652,3898,1413,2041
mRNA:Solyc09g008790.4.1,3824,2388,2965,2564,2999,2449,2871,2644,4943,3476,2109,2413
mRNA:Solyc09g008810.3.1,45,92,15,59,22,0,35,82,22,0,5,120
mRNA:Solyc09g008800.3.1,5069,6944,5558,6140,5673,4882,4344,6731,6048,5181,4641,5762
mRNA:Solyc09g008830.4.1,115,696,160,146,414,182,105,559,200,314,137,155
mRNA:Solyc09g008820.3.1,522,985,708,522,1063,413,491,987,1323,563,501,532
mRNA:Solyc09g008840.5.1,500,1353,566,995,1629,589,1626,3520,730,96,1073,2905
mRNA:Solyc09g008850.3.1,1025,1158,1223,1155,979,1295,1003,1126,904,1112,1160,1304
mRNA:Solyc09g008860.5.1,376,11538,3997,8081,1252,250,492,9077,521,185,4071,8400
mRNA:Solyc09g008940.4.1,238,826,214,400,512,86,208,725,601,155,150,374
mRNA:Solyc09g008930.4.1,898,2005,835,1251,1311,239,818,1777,1298,322,680,1264
mRNA:Solyc09g008920.3.1,4210,6241,3853,4534,5383,3669,4603,5937,5986,3191,3265,4902
mRNA:Solyc09g008980.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc09g009010.4.1,133,1460,660,1450,234,16,155,1391,78,0,315,1338
mRNA:Solyc09g008970.1.1,27388,1726,23588,14063,2037,98492,19597,1679,2627,49957,86067,20107
mRNA:Solyc09g009020.3.1,16689,29135,21551,29094,28247,15058,20678,31063,26922,15198,17627,24254
mRNA:Solyc09g009040.3.1,882,3275,1250,2073,3397,662,1273,6490,1995,823,1772,4842
mRNA:Solyc09g009030.4.1,7045,8254,6956,7171,6990,6693,6086,7461,7274,6602,6564,7071
mRNA:Solyc09g009060.1.1,0,125,30,0,59,0,0,88,57,0,47,0
mRNA:Solyc09g009080.4.1,6304,11021,4656,7850,7082,3486,5420,9654,5982,2474,3844,6866
mRNA:Solyc09g009090.3.1,2282,2579,2123,2390,2391,1628,2203,2856,2257,1583,2170,2880
mRNA:Solyc09g009100.4.1,1770,7322,6037,5025,3664,2753,1724,7422,2784,2415,4208,4187
mRNA:Solyc09g009120.4.1,3371,3820,2209,2709,4906,1754,3506,4215,3718,2300,1168,2592
mRNA:Solyc09g009150.1.1,100,418,97,111,407,16,171,447,372,117,28,160
mRNA:Solyc09g009140.3.1,474,1086,577,805,780,221,512,1194,672,270,430,854
mRNA:Solyc09g009160.3.1,39,55,43,40,135,25,64,56,70,18,32,55
